content	label
夫被妻子盯得很紧，每日的薪金都如数交给妻子，只有一点刚够买香烟的零钱。 一天，丈夫兴高采烈地回家，对妻子大叫：亲爱的，我中奖了！有5000元呢？妻子吃惊地问道：你哪里来的钱买彩票？	3
一位自以为小提琴拉得很好的人,为了献示自己的才华,在街上拉起小提琴来.刚开始还有许多人在听他的,由于他拉得实在太差了.人一个一个地走了.最后只留下一个老太太在那里哭得很伤心地哭着,他走过去对她说: 老奶奶,那些人都没有音乐细胞,只有你是我的知音呀. 老太太回答说: 我听不懂你拉什么,我一听你的那种声音,就想起我的儿子,他是被锯,锯死的.	3
老婆躺在老公怀里撒娇道：“老公， 那么多相亲对象都看不上我，就你不嫌弃我哈！” 本以为他会说，我气质特别之类，夸我的话。 结果这货抬头就说：“我也是没人要的啊！”	3
夫妻外出旅游。 妻子：糟糕，老公，我忘记关煤气啦！ 丈夫：没关系，火着不起来的，水龙头我忘关了。	3
在八十年代有对恋人正商量买结婚用品。 男：咱们买辆自行车吧。 女：好的，买什么牌？ 男：飞鸽牌。 女：不行！要买就买永久牌。 男：为什么？ 女：我怕你飞了。	1
一个妇人同丈夫商量：我想在钢琴上放一座音乐大师的塑像，你看莫扎特、贝多芬、李斯特之中谁最合适？ 丈夫回答：当然是贝多芬了。 她高兴地问：为什么？ 因为他是聋子。	3
小张来到一家复印店复印身份证，他掏出身份证和一张百元钞票放在柜台上：“你好，我想复印，不过我只有一张百元钞票，你们印不印啊？” 服务人员一脸严肃：“我们不复印人民币，有身份证也不行。”	2
今早看到一对情侣在大街上吵了起来。 女孩狠狠甩了男友一耳光，该男子为保面子向女孩嚷道：“有本事你再甩我一耳光！” 女友毫不犹豫再次甩其一耳光。 男子顿了顿，说：“既然你这么听话，我就饶了你。”	3
二妮一个人在家，正好可以玩唱吧， 正唱得尽兴呢，有人敲门，猫眼一看是二妮妈， 开门二妮妈上来就一句：“咋的了？哭这大声……”	3
两个孩子在侃大山。 A：“二十年前，我爸爸从这口井旁经过，不慎把手表掉进井里。昨天，我找到了那块表，它居然还在走呢！” B：“呀！真巧，我爸爸也从井边走过，他自己不慎掉到了井里，二十年后我们才见到他。” A：“这可太玄了！你爸爸在井里呆了那么多年，都干了些什么呢？” B：“他在给你爸爸的手表上发条！”	3
有个3岁的儿子，又怀孕了， 有天儿子说谁是小弟弟的妈妈？我说我是啊， 儿子明显很激动，你胡说你是我的妈妈， 没办法解释了，就说小弟弟没有妈妈， 很可怜，我想给他当妈妈，老公贱兮兮的说， 对啊我也要给他当爸爸，又问儿子你想给他当什么， 儿子默默的说当爷爷………	3
那天下了雨张三有点迟到，着急忙慌的进了车间，不小心一脚踩到一根单相有点裸露的电线上，张三脚下麻了一下。 过后他跟同伴们说：昨晚做梦得了一个大彩电，想想这梦还真准，今天一上班就踩电上了。	1
唐僧师徒被困火焰山，悟空说：“师傅，待徒儿变成小飞虫，趁那铁扇公主喝茶时钻进她肚子里，不愁她不借芭蕉扇！” 悟空此去杳无音信。 众人酷热难耐，前来面见铁扇公主，丫鬟说夫人最近恶心呕吐，不便见客，唐僧询问，丫鬟说：“前几日夫人喝茶，茶水太热，” 唐僧说：“夫人不是中暑了吧？” 丫鬟说：“不是，夫人在茶里发现了一只死苍蝇。”	3
老王的妻子出了车祸住在了医院昏迷不醒。 一天医院的护士跑过来对老王说：“你你你的...的妻子子子快快快....” 老王说：“什么？我的妻子快死了？” 顿时哭天喊地的，护士还在继续说：“快醒了。”	3
都23岁了，小王还还没找到女朋友。这可把小王的家里人急坏了。 堂哥对小王说：“你怎么还不找女朋友呀？” 小王不高兴说：“你以为那么容易找呀！” 堂哥说：“等你找了女朋友后你会有什么反应？” 小王说：“等我找到女朋友，我第一时间就是抽他两巴掌，我得问问，这些年你TMD躲哪里去了。”	3
天又黑，路灯也没有。 走着走捡着一张钱，赶紧装进口袋里，心慌得要命。 回到家把钱掏出来一看，阿摸，那里是什么钱！原来只是一片烂树叶。	3
爸妈离婚了， 妈妈告诉我他们最初吵架是因为家里无缘无故少了两个避孕套， 我妈以为是我爸拿的， 我爸也以为是我妈拿的， 于是两人互相猜忌怀疑，最后离婚。 我真的不敢承认，那两个避孕套是我拿去搞初中女朋友的。	3
和女友去旅游，晚上在酒店住下。 夜，房间里电话响，一娇滴滴的女声问：请问先生需要服务吗？ 滚，不需要！刚挂，电话又响，还是问是否需要服务，再骂！ 不一会，电话又响起。这下女友恼了，抄起电话说：你别再来骚扰了，我已经比你先到了！ 这招还真灵，一晚上再没有骚扰电话打来……快到天亮时，电话铃再次把我们吵醒，女友十分生气地拿起电话就嚷：别打了，姑奶奶我都陪了一晚上了！！ 谁知不一会儿房门就被敲开，两警察手拿证件站在门口威严地对我说：说！昨晚来的那个小姐在哪里！！！	3
约翰在朋友的陪同下来到当地相当有名的一家餐馆品尝佳肴。上菜了，但约翰刚拿上餐具，顿时傻了眼。 他愤怒地说道：服务员，这是怎么回事？昨天，我花同样的钱，买的同样的鸡，你们端来的比今天的大一倍。 是的，先生，服务员客气地说，可以问一下吗？昨天您坐在哪儿？ 坐在临街窗户旁边。 那就对了，先生，我们总是给坐在窗户边上的人端上大一点的鸡。这是很好的广告啊。	3
一个爱尔兰人从伦敦旅游回来，邻居问他玩得怎么样，他说： 伦敦人真怪异，晚间老是在你的房门及墙壁上猛敲！ 那您怎么办呢？ 我不受干扰，继续吹我的风笛。	3
昨天，宿舍一MM去食堂打饭，指着一份菜问大师傅：“这是什么呀？” “茄子同学” MM一听就不愿意了，心想：你怎么把茄子和同学连起来说啊。 于是又问：“那个是什么啊？” “土豆同学” “那内个呢？” “莴笋同学” 于是MM生气了，把饭盆往窗台上一墩！ “给我来份粉条师傅！” 就见那个大师傅把饭盆冲后面乘菜的师傅面前一递，说了声：“粉条哥们！”	3
400***：可以售后！ 客户：洗衣机可以修吗？ 400***：可以售后！ 客户：我还有一台容声冰箱有问题，能修吗？ 400***:我们可以帮忙售后一下！ 客户：你们服务免费吗？ 400***：我们只提供付费服务，免费服务请找厂家售后！ 客户：那你们是神马？ 400***：山寨售后！	3
小苏去车站送人，吐了一口痰，恰巧被一戴红袖章的老太太逮正着：“随地吐痰,罚款10元！” 小苏连忙问到：“前几天才2块呀！” 老太太撕下罚单说：“现在罚款单都变彩票了，你看这罚单上印有号码，每周二开奖，大奖1000元呀！你可要把单子收好！要记得去兑奖哦。”	3
一天，数学老师在课堂上讲解如何解方程式，虽学生是闹哄哄，但那个老师却专心上课，到了忘我的境地。 突然，老师猛地转身，大吼一句：大家注意， 我要变形了！ 皆无语。	2
一天，阿凡提又把毛驴丢了，找了半天也没找到。亲朋邻居，纷纷责怪他。 你要是把驴棚门锁好，盗贼就进不去了。这个说。 你经常粗心大意，有一天会把自己也丢了。那个道。 你睡得太死，连贼进来偷走了驴都没发现。还有的说。 照你们说，全都是我的错了，难道贼就没有罪过？阿凡提发火道。	3
老师：你今天为何迟到？ 学生：我，我告诉你一个秘密喔！今天早上那个X中的女同学一直对我看！后来，她终于跟我说话了！！ 老师：那跟你迟到有何关系？ 学生：后来，她跟我说：‘喂！同学，你为什么坐我们的校车？’	3
记者：“将军，听说你昨天攻打3号阵地，又没打下来。” 将军：“那是我还没有做好准备。” 记者：“什么准备？” 将军：“赢的准备。” 记者：“??”	3
从前有个人，收到一封信，信的开头是这样写的：“亲爱的XX，见信如面……” 然后他就把信煮了吃了。	2
在候车室里，一个中年男子很想和他身边坐着的美女说话。他见少女穿着一双肉色丝袜，便嘻笑着问道：“请问你这双袜子是从哪儿买的？我想给我的妻子买一双。” 少女冷冷地看了这个男人一眼，说：“我劝你最好别买，穿这种袜子，会有不三不四的男人找借口跟你妻子搭话的。”	3
他美国同学于是问旁人：他说什么？ 旁人译：他说他和你妈睡过觉。 外国同学一听，立刻过去礼貌的将中国学生扶起来说：真对不起，我不知道你是我妈的男朋友！	3
女儿发烧，我和老公带她去医院。医生说，打针好的快。 女儿一听就哭，看着后面排队的病号，老公强行把她摁住。 那位三十多的男医生赶紧扎针。 女儿一面回头看看她爸和医生，哭着说，“你们男人真是没一个好东西。”	2
两老鼠结婚后,母老鼠越发嚣张,一天晚上公鼠想吓唬她一下,就到家门口学猫叫. 妻子不但不怕反而柔情的说：“猫哥,别叫了,我老公还没出差呢！”	3
父：儿子，爱情是酒，婚姻是醋。 子：哇！！老爸你真了解人生。 父：其实我不了解，否则我不会为了喝两个月的酒，却得喝上二十年的醋。	3
有人问阿凡提：您到麦加朝觐过吗？ 当然到麦加朝觐过了！阿凡提回答道。 那我们应该称呼您‘阿吉’了！那人说道。 那当然！阿凡提不加思索地回答。 那么请问，圣水泉在天房的左边还右边？ 我去朝觐时，有一群阿拉伯人正为圣水泉挖在何处而大伤脑筋呢！阿凡提回答道。	3
有一天，一位外国使者看见林肯在擦自己的靴子，非常吃惊的赞扬道：“啊 ，总统先生，您经常擦自己的靴子吗？” 林肯答道：“是呀，你是擦谁的靴子呢？”	2
女：“医生，我丈夫老是说梦话。” 医生：“不要紧，我给你开一张处方，定能治好。” 女：“不用了！那是他同我谈话的唯一时刻。”	3
