question1,question2,label,category
尿糖加减号什么意思,尿糖四个加号是型糖尿病严重吗？,0,diabetes
有乙肝的人可以献血吗,乙肝可以献血吗,1,hepatitis
尿糖高就一定是糖尿病吗？,血糖6.94是不是就是糖尿病,0,diabetes
什么是AIDS、aids,什么是AIDS,1,aids
艾滋病感染初期会出现什么症状,担心会不会感染艾滋，至今没出现什么症状,0,aids
妊辰糖尿病食谱,孕妇尿糖高早餐吃什么,0,diabetes
糖尿病的中药治疗方剂,糖尿病人喝中药好吗？,1,diabetes
糖尿病人可以吃甜杏仁吗,糖尿病人可以吃花生米吗,1,diabetes
乙肝大三阳应忌吃什么,乙肝大三阳怎么吃最好,1,hepatitis
糖尿病患者能不能多吃鸡蛋？,我老公有糖尿病和高血压能经常过性生活吗,0,diabetes
乳腺癌术后要切除卵巢吗,乳腺癌要切除输卵巢管吗？,0,breast_cancer
中期乳腺癌化疗好吗,乳腺癌中期已做完化疗了！还需要做放疗吗,0,breast_cancer
乳腺癌晚期怎样止痛,乳腺癌晚期吃什么止痛,1,breast_cancer
人参蜂王浆可以提升乙肝小三阳患者的免疫力吗,慢性乙肝会引起牙龈出血吗,0,hepatitis
糖尿病人血糖值控制到多少最好,晚上用地特胰岛素控制早上血糖不理想怎么办,0,diabetes
糖尿病的中成药有哪些,糖尿病吃什么中成药好,1,diabetes
糖尿病人可以吃开心果吗（坚果）,糖尿病患者可以吃瓜子吗?,1,diabetes
糖尿病人可以怀孕吗,糖尿病可以刨第三胎吗,0,diabetes
血糖升高至14是糖尿病吗？怎样降低血糖？,糖尿病用按摩器按脚可以吗,0,diabetes
乙肝治疗的最新方法,意思，吕说的治疗乙肝的最新技术,1,hepatitis
空腹血糖6.4mmol/l是不是糖尿病呢？,请问医生血糖高会不会是糖尿病啊，血糖6,1,diabetes
糖尿病人能吃的营养品,糖尿病能吃维生素c吗,1,diabetes
高血压压差小的原因是什么,高血压吃什么药比较好？是中药还是西药？,0,hypertension
尿蛋白和尿糖都是一个加号一个减号是什么意思,糖尿病人正常血糖是多少,0,diabetes
糖尿病多久过一次性生活,糖尿病能正常过性生活吗,1,diabetes
乳腺癌骨转移疼痛怎么办,乳腺癌术后骨转移要如何治,0,breast_cancer
慢性乙肝抗病毒的药是中药好，还是西药疗效好,慢性乙肝吃西药能制好吗,1,hepatitis
乳腺癌术后还需要化疗吗,乳腺癌切除之后还需要化疗吗？,1,breast_cancer
乙肝疫苗保质期多久,注射乙肝疫苗后为何出现核心抗体,0,hepatitis
铁皮石斛真能治糖尿病吗,糖尿病人能吃卵灵芝吗,1,diabetes
乳腺癌早期有可能有哪些症状,乳腺癌通常在早期有哪些症状？,1,breast_cancer
糖尿病怎么降血糖呀,血糖15.44属于糖尿病么，怎们降血糖,1,diabetes
糖尿病后期大便失禁怎么治疗？,糖尿病大便失禁怎么治疗？,1,diabetes
三诺安稳血糖仪试纸校正码什么意思哦,血糖仪试纸校正码是什么,1,diabetes
糖尿病视网膜病变一般如何治疗,糖尿病怎么预防啊？怎么治疗呢？,0,diabetes
请问糖尿病患者多吃蔬菜好吗？,糖尿病吃什么可以好那吃什么药可以降低血糖,0,diabetes
高血压会引起耳鸣吗,高血压压差小的原因,0,hypertension
什么是艾滋病,什么是艾滋病什么是艾滋病什么是艾滋病,1,aids
糖尿病有什么特效药,糖尿病可以治愈吗,0,diabetes
糖尿病足溃烂护理措施,糖尿病患者怀孕前应该做好哪些准备？,0,diabetes
乳腺癌晚期怎么办,乳腺癌晚期化疗后腹泻怎么办？,1,breast_cancer
糖尿病人能否吃红枣,干枣糖尿病能吃吗,1,diabetes
通过唾液会感染吗说话，打喷嚏会感染吗,乙肝疫苗副作用有哪些,0,hepatitis
乳腺癌会死吗,乳腺癌会导致死亡吗？,1,breast_cancer
同时患糖尿病和贫血，如何治疗？,糖尿病低血糖怎样预防,1,diabetes
艾滋病窗口期会出现牙龈炎的症状吗,艾滋病的窗口期会不会出现急性期的症,0,aids
高血压的分级是怎样确定的，十分级别越高病情越重。,高血压分年龄段吗？,0,hypertension
乳腺癌肝转移怎么治疗,医生你好，乳腺癌转移到肝上怎么办？以前,1,breast_cancer
糖尿病是尿毒症吗,糖尿病史能不能做白内障手术,0,diabetes
27岁患糖尿病，怎么调理,我老公刚刚查出来有糖尿病，我该怎么办？,0,diabetes
乳腺癌肿瘤标志物都会升高吗,乳腺癌一期保乳手术也必须要放疗吗？肿瘤,0,breast_cancer
乳腺癌晚期怎么办,乳腺癌已经到了晚期怎么办？,1,breast_cancer
尿常规尿糖2其余正常是什么原因,糖尿病人，脚部骨折受伤，怎么办？,0,diabetes
糖尿病的尿是什么颜色,请问排小便时发现有泡泡是不是有糖尿病,1,diabetes
乙肝性生活会传染吗,乙肝病毒携带者可以性生活吗，会传染吗,1,hepatitis
在上海治疗乙肝小三阳要多少钱,治疗乙肝多少钱,1,hepatitis
担心会不会感染艾滋病hiv,乳交会感染hiv吗,0,aids
乳腺癌中期怎么办,乳腺癌中期怎么治，,1,breast_cancer
动物会感染传染艾滋病吗,我的情况会传染艾滋病吗,0,aids
吃核桃对高血压的人有影响吗,高血压糖尿病人能生花生吗？,1,hypertension
最近体检血糖8.1，是糖尿病吗？,56岁糖尿病患者怎么用中药治疗?身体比较,0,diabetes
糖尿病能吃六味地黄丸吗,糖尿病人吃什么样的六味地黄丸好,1,diabetes
乙肝疫苗第三针应该2月份打，现在6月份还能打吗,我打乙肝疫苗加强针有效吗,0,hepatitis
糖尿病眼底出血会不会失明,糖尿病性视网膜病变的原因,0,diabetes
恶性高血压的定义,高血压与压氏达的用法是什么,0,hypertension
糖尿病的人能用莲子吗,糖尿病人能吃西洋参吗,1,diabetes
乙肝育苗前两打进口的药水，第三针可以打国产的不,乙肝大三阳可以打黄热疫苗和口服霍乱疫苗吗,0,hepatitis
艾滋病吃什么药效果好,艾滋病。如果感染了艾滋病该吃什么药,1,aids
避孕套能预防艾滋病吗,艾滋病毒会不会穿透避孕套肛交时怎么预防,1,aids
乳腺癌转移到肺部怎么办,乳腺癌术后3年转移到全身该怎么办,0,breast_cancer
高血压是否与更年期有关,肾性高血压症状,0,hypertension
是大三阳，是乙肝病毒携带者生的小孩可以母乳喂奶吗,正是哺乳期间可以打乙肝疫苗吗,1,hepatitis
艾滋病窗口期会出现腹泻症状吗,艾滋病腹泻时什么样的,0,aids
乳腺癌骨转移晚期如何用药,乳腺癌晚期，才知病情还未用药，怎么办？,0,breast_cancer
有高血压和心脏病的怎么治疗会好的快,老年人的心脏病及高血压如何治疗？,1,hypertension
乳腺炎会导致乳腺癌吗,乳腺炎能引起乳腺癌的吗？,1,breast_cancer
艾滋病病毒在液体高温中能存活多久,艾滋病毒在电动剃须刀上能存活多久,0,aids
糖尿病重了能导致尿毒症吗,糖尿病患者伴有头麻是什么原因？,0,diabetes
糖尿病遗传多不？,妊娠期糖尿病怎么办,0,diabetes
乳腺癌早期可以不手术吗,乳腺癌可以不做手术的吗？,0,breast_cancer
公司入职体检有一项是乙肝五,我国现在最新治疗乙肝的治疗方法，是哪家医院,0,hepatitis
妊娠轻微糖尿病需要打胰岛素吗,糖尿病人小腿疼怎么办,0,diabetes
H型高血压，是通所说的高血脂？,血压高就是高血压吗？,0,hypertension
糖尿病人感冒都二十天了，一直不好怎么办,糖尿病如何应对感冒？,1,diabetes
苦瓜桑叶胶囊对糖尿病有用吗？,糖尿病患者怀孕期间不打胰岛素可以吗,0,diabetes
血糖8.7尿糖4个加号怎么办,糖尿病能用中药百草泡脚吗,0,diabetes
尿液汗液会传染艾滋病吗,尿液能传染艾滋吗,1,aids
乳腺癌晚期有什么症状,乳腺癌的晚期症状有什么,1,breast_cancer
乳腺癌中期有什么症状,乳腺癌中期症状是什么？,1,breast_cancer
二型糖尿病可以像型糖尿病一样手术吗一,糖尿病多年尿蛋白3+隐血3+怎么治疗,0,diabetes
乳腺癌转移扩散可以手术吗,乳腺癌的根治手术后淋巴转移了,0,breast_cancer
早期乳腺癌会有哪些不适,早期乳腺癌病人都有哪些症状？,1,breast_cancer
我想问问糖尿病加肾结石可以吃什么水果,糖尿病患者得了肾结石应该吃什么药碎石,1,diabetes
脚大拇指疼，指甲如灰指甲，有可能是糖尿病吗,请问指甲变成息肉是糖尿病足症状吗？有什么治疗方法？,1,diabetes
糖尿病严重么,我爸今天被查出有糖尿病，严重吗,1,diabetes
糖尿病引起的玻璃体混浊怎么治,糖尿病引起玻璃体混浊,1,diabetes
为什么糖尿病人会多尿，能从专业一点的角,有糖尿病的患者患有乙肝应怎样服药,0,diabetes
糖尿病肾病能爬山吗,糖尿病肾病如何补肾,0,diabetes
高血压可以开刀治疗胆结石吗,胆结石、高血压怎么办,0,hypertension
糖尿病吃保健品哪些好,ml糖尿病吃什么钙片好,1,diabetes
1型糖尿病遗传吗,家族有糖尿病会遗传吗,0,diabetes
乳腺癌骨转移疼痛怎么办,乳腺癌的患者疼痛怎么办？,0,breast_cancer
这种情况有可能会感染上艾滋病吗,这样的情况可能感染艾滋病吗,1,aids
乙肝一般要治疗多久,乙肝大三阳一般要治多久的呢,1,hepatitis
糖尿病人肝硬化怎么治疗,我妈最近老是心慌怎么回事，有糖尿病1年,0,diabetes
乙肝吃牛羊肉有问题吗,我的乙肝面抗体，e抗体怎么回事,0,hepatitis
孕妇血糖高怎么办？谢谢医生,妊娠糖尿病能吃什么,0,diabetes
无套口交会感染hiv吗,泡澡会感染hiv吗,0,aids
高血压是啥概念？最近发现高血压了？吃啥,高血压病3级（极高危）是什么意思？,0,hypertension
出生婴儿什么时候接种乙肝疫苗最好,生了一个月零7天才打第二针乙肝疫苗有没有影响,0,hepatitis
1希望知道是什么原因造成双腿发麻2有什么办法缓解并治疗发麻的症状,有高血压年龄65岁四肢麻木血液正常乳酸脱氢酶为2不知是什么病？,1,hypertension
口交传染艾滋病的可能性大吗,口交是否能传播艾滋病,0,aids
乳腺癌早期怎么办,乳腺癌早期怎么治？,1,breast_cancer
糖尿病，痛风，高血压，高血脂应如何治疗？,高血压还患有痛风如何治疗？,1,hypertension
常规体检能查处的糖尿病吗,体检能否查出是否有糖尿病？,1,diabetes
高血压患者老失眠怎么回事,冠心病高血压失眠如何诊治,0,hypertension
糖尿病病人的三餐吃什么好?,糖尿病一天三餐吃什么,1,diabetes
乳腺增生和乳腺癌有什么区别,乳腺增生和乳腺癌的区别,1,breast_cancer
二型糖尿病平时的饮食应该注意什么？,糖尿病病人全身乏力该怎么办,0,diabetes
乙肝能吃羊肉吗,乙肝患者可以吃鸡肉吗,0,hepatitis
高血压10年需要长期一种药好吗,46有高血压晚上老是两点醒后睡不着该怎么办,0,hypertension
两个健康的男人肛交了会得艾滋病吗,俩个健康的男人肛交会得艾滋病吗给我提示指导,1,aids
如果有糖尿病和高血压应该怎样补血,糖尿病有那些并发症,0,diabetes
国家提供免费检测HIV服务吗,感染艾滋病国家有免费治疗的吗到什么地方去治疗,0,aids
乙肝小三阳HBVDNA这是737E3正常吗,乙肝女性生孩子会一定有乙肝吗,0,hepatitis
糖尿病人爱出汗是真么了,糖尿病为啥总出虚汗呢,1,diabetes
乳房有肿块是不是乳腺癌,左边乳房有肿块，伴有疼痛，是不是乳腺癌,1,breast_cancer
糖尿病人能否吃燕麦片？,妊娠糖尿病可以吃无糖燕麦片吗,1,diabetes
1型糖尿病最好治疗方法是怎么,早期糖尿病人该如何治疗,0,diabetes
糖尿病人可以吃木瓜汤吗,你好，糖尿病人能不能喝无花果熬的汤,1,diabetes
糖尿病会引发阴茎包皮龟裂吗,无限极这个保健品适合糖尿病患者服用吗？,0,diabetes
尿酸高是不是糖尿病,糖尿病肾病尿酸高怎么办,1,diabetes
2型糖尿病有哪些症状,糖尿病的临床表现症状,0,diabetes
高血压能怀孕生小孩吗,高血压可以怀孕吗,1,hypertension
睡眠不好睡眠不足是不是容易得糖尿病,西瓜吃多会得糖尿病吗,1,diabetes
刚发现有糖尿病怎样治疗,糖尿病可以吃什么水果，香蕉可以吃吗,0,diabetes
乙肝病毒通过哪些途径传播的呢,乙肝大三阳的传播途径有哪些,1,hepatitis
枸杞泡水喝，对乙肝患者来说好不好,肝硬化乙肝大三阳阳性如何治疗,0,hepatitis
糖耐量减退可以吃一天能吃3个鸡蛋吗,糖尿病患者引发酮中毒的原因,0,diabetes
尿酸高510，请问糖尿病引起的吗谢谢！,为什么会糖尿病,0,diabetes
乳腺癌手术后一定要化疗吗,乳腺癌是不是一定要化疗,0,breast_cancer
高血压与肾上腺小结有关系吗,肾上腺瘤引起高血压、高血压引起心脏病！钾低！这种肾上腺瘤是良性吗？,0,hypertension
糖尿病人可以喝鱼汤吗,糖尿病人能吃排骨莲藕汤吗?,1,diabetes
男人45岁空腹血糖14.5，请问吃什么降糖药好,糖尿病吃什么降糖药最好,1,diabetes
南京哪里有免费的乙肝疫苗注射吗,下乙肝疫苗打一针一支多少钱,1,hepatitis
胰岛素分泌不足可患什么？,胰岛素分泌不足时会怎样？,1,diabetes
乳腺癌脑转移放疗后复发可以治吗,乳腺癌脑转移还能治愈吗？已经脑转移，患,0,breast_cancer
糖尿病患者可以打疫苗吗,糖尿病哪种牌子胰岛素好,0,diabetes
糖尿病能吃黄豆吗,糖尿病人能吃豆腐类食品吗？,1,diabetes
怀孕28周后糖尿病如何治疗！,孕妇有糖尿病怎么治疗,1,diabetes
乳腺癌会死吗,我的了乳腺癌会死吗？,1,breast_cancer
糖尿病是由什么原因引起的？,胰岛素分泌不足时发生什么情况？,0,diabetes
怎样才能提高血压,怎么提高血压好呢,1,hypertension
糖尿病可以每天早上吃鸡蛋吗,糖尿病人可以吃土鸡蛋吗？,1,diabetes
肛交会传染艾滋病吗,搞朋友会传染艾滋病吗,0,aids
什么时候打乙肝免疫球蛋白,打一次乙肝疫苗能管多久啊,0,hepatitis
口交传染艾滋病的可能性大吗,艾滋病口交男方是被动方会传染吗,0,aids
糖尿病有中药治疗吗,孕妇糖尿病影响,0,diabetes
乳腺炎会导致乳腺癌吗,乳腺癌会导致腰疼吗？,0,breast_cancer
糖尿病视网膜病变怎么办,血糖7点几怎么办,0,diabetes
胰岛素偏高，怎么办？血糖是正常的！可胰岛素偏高,糖尿病并发症应该怎么治疗？,0,diabetes
急性乙肝是怎么引起的,老公得了急性乙肝，谁知道，急性乙肝有什么症状,0,hepatitis
潍坊乙肝检查多少钱,今年二月份和一个乙肝患者做爱，传染几率,0,hepatitis
年轻人的高血压怎么办,青少年高血压是怎么回事,1,hypertension
慢病政策,什么是二型糖尿病呢,0,diabetes
有口渴是糖尿病吗,口渴就一定是糖尿病吗,1,diabetes
艾滋病感染初期会出现什么症状,感染到艾滋病会不会出现没有任何症状的可能,0,aids
急~~~怎样治疗糖尿病性肾病,请问糖尿病一定会遗传吗,0,diabetes
我岳母有糖尿病，是早期的。怎么治疗？,糖尿病前期怎样治疗,1,diabetes
糖尿病患者能吃核桃吗,糖尿病人可以吃西瓜子吗,1,diabetes
尿中没有葡萄糖不是糖尿病吧？,去医院尿检，显示尿糖3+是糖尿病吗？,1,diabetes
糖尿病人能过性生活会不会加重病情?,糖尿病引起足底疼痛该怎么办？,0,diabetes
钞票是否会传染艾滋病,口交是否一定会传染艾滋病,0,aids
乙肝大三阳可以转阴吗对生活要注意些什么的,得了乙肝大三阳生活和饮食要注意些什么谢,1,hepatitis
